138.2045,2
138.4695,3
138.6187,2
138.9335,3
139.2318,2
139.5633,2
139.8612,1
139.994,2
140.4079,1
140.9877,2
141.1207,0
141.4518,2
141.7997,1
142.0985,3
142.4125,0
142.5285,2
144.3344,2
144.6492,2
145.0134,2
145.7263,3
146.4217,3
147.0348,0
147.3327,0
147.4826,1
147.7966,0
148.1114,1
148.4592,1
148.7574,0
148.8734,1
149.1716,1
149.4699,0
149.8011,2
149.9502,1
150.2654,3
150.6129,0
150.9285,2
151.243,1
151.3594,3
152.071,2
152.3692,0
152.5019,3
152.8165,1
153.131,2
153.4129,0
153.7608,3
153.9265,1
154.2245,2
154.5723,0
154.9038,3
155.0197,1
155.351,2
155.6823,2
155.9805,3
156.2461,2
156.4118,3
157.1076,2
157.4386,1
157.5547,2
157.8698,0
158.2005,3
158.5155,1
158.8472,2
158.9625,0
159.2939,2
159.6252,1
159.9566,3
160.0725,0
160.3873,2
160.7518,1
161.0835,3
161.3482,0
161.5143,2
162.2096,2
162.5079,1
162.6237,2
162.9386,0
163.2868,2
163.6346,1
163.9491,3
164.0819,2
164.3798,3
164.678,2
164.9935,3
165.126,3
165.4898,2
165.8212,1
168.3392,2
170.0125,2
171.5366,2
172.5972,2
173.6906,2
174.751,2
175.9599,2
177.3184,2
178.727,2
179.9198,1
181.0961,1
182.3714,1
183.5143,1
184.4089,1
185.5354,1
186.5957,1
187.4747,1
188.65,1
189.9259,1
191.1516,1
192.4769,1
193.7197,1
195.0118,1
196.2541,1
